"","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",2,0,0,4
"GM",17,15,40,153
"Tolerant",16,84,55,255
"Vulnerable",18,53,2105,5941
"Unclassified",67,52,4488,12463
