"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",8016,6427,614,90,12821
"GM",18752,1701620,19454,1111,43562
"Tolerant",380,2420,313,147,1013
"Vulnerable",123,149,14,856,280
"Unclassified",35641,65309,2635,570,182171
