"","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",0,0,0,4
"GM",31170,488598,166,9908
"Tolerant",526324,287425,626,12503
"Vulnerable",112,516,1763,2359
"Unclassified",6383,15908,1803,68955
