"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",0,16,38,5,4
"GM",11,13127,574482,510,2166
"Tolerant",0,506392,278183,689,1567
"Vulnerable",0,751,2899,1392,510
"Unclassified",11,1055,2636,571,67508
