"","NonCrop","Tolerant","Vulnerable","Unclassified"
"NonCrop",0,1,13,8
"GM",0,5,0,0
"Tolerant",53,6764,2206,2255
"Vulnerable",29,2829,74168,46317
"Unclassified",19,1131,13632,61407
