"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",626,587,2917,50,584
"GM",44,13951,399444,3109,912
"Tolerant",977,405283,401216,4824,1565
"Vulnerable",18,519,3287,13624,382
"Unclassified",130,1067,3702,1106,58699
