"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",599,1006,4356,107,4623
"GM",217,27526,10138,806,3160
"Tolerant",3825,30816,367977,2828,40997
"Vulnerable",67,1060,4431,3066,2709
"Unclassified",6330,19986,77574,5224,119433
