"","NonCrop","Tolerant","Vulnerable","Unclassified"
"NonCrop",13,34,51,329
"GM",0,0,0,1
"Tolerant",47,442,485,2119
"Vulnerable",194,715,15041,10488
"Unclassified",473,1247,13192,44589
