"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",2383,7761,23387,813,2020
"GM",802,21440,339141,812,2948
"Tolerant",2553,316444,61799,1155,2632
"Vulnerable",360,1115,2166,6760,3359
"Unclassified",5662,7437,9512,2317,89536
