"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",167,37,6,0,412
"GM",71,665,2382,0,2248
"Tolerant",38,764,1488,1,3200
"Vulnerable",12,19,16,0,1076
"Unclassified",1799,5204,2315,69,34880
