"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",0,0,1,16,61
"GM",0,4,175,19,74
"Tolerant",16,187,7113,398,1157
"Vulnerable",1,69,674,18718,16521
"Unclassified",33,127,2161,18074,121088
