"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",1,20,5,37,680
"GM",5,883,342,2511,2217
"Tolerant",3,473,28,64,1065
"Vulnerable",9,3708,321,1916,11607
"Unclassified",278,3650,1287,11859,13468
