"","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",0,0,0,16
"GM",2439,8370,19,3135
"Tolerant",8115,13286,79,8584
"Vulnerable",21,77,408,634
"Unclassified",4589,15083,759,367796
