"","NonCrop","Tolerant","Vulnerable","Unclassified"
"NonCrop",1,0,2,19
"GM",0,0,0,3
"Tolerant",0,0,0,17
"Vulnerable",0,1,4,139
"Unclassified",3,2,23,424
