"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",38,258,93,366,385
"GM",279,28990,3959,4121,3083
"Tolerant",78,3422,1576,1193,1027
"Vulnerable",259,4256,1181,92214,13417
"Unclassified",1778,13223,3612,72328,79296
