"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",1,2,3,0,38
"GM",0,46303,45381,242,21098
"Tolerant",2,37808,9279,260,12980
"Vulnerable",16,4188,1115,6,51497
"Unclassified",22,14008,7025,252,146192
