"","NonCrop","Tolerant","Vulnerable","Unclassified"
"NonCrop",22075,1801,3075,4367
"Tolerant",4195,179320,71728,1960
"Vulnerable",2429,46699,132272,11582
"Unclassified",10417,22095,37250,121884
