"","NonCrop","Tolerant","Vulnerable","Unclassified"
"NonCrop",26591,3898,3465,5162
"Tolerant",2202,197341,47667,2705
"Vulnerable",4555,69465,156178,14127
"Unclassified",16740,3383,19288,100382
