"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",6388,493,256909,365,14013
"GM",3903,1060,27477,513,2250
"Tolerant",277836,19172,463060,5838,49807
"Vulnerable",636,76,2318,14064,2896
"Unclassified",15691,901,45948,8494,134438
