"","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",0,0,0,3
"GM",18148,376645,368,17231
"Tolerant",371578,248555,1001,26119
"Vulnerable",163,1227,7316,10130
"Unclassified",4489,5746,2923,67576
