"","NonCrop","Tolerant","Vulnerable","Unclassified"
"NonCrop",1157,722,1330,115
"Tolerant",1372,19123,12303,668
"Vulnerable",866,14505,269096,31735
"Unclassified",413,5267,44205,393376
