"","NonCrop","Tolerant","Vulnerable","Unclassified"
"NonCrop",1331,26364,1510,10874
"Tolerant",27998,3274,2505,11828
"Vulnerable",1359,2253,123375,75827
"Unclassified",21447,20247,179284,224818
