"","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",8202,6486,55,325
"GM",167984,317250,3763,2686
"Tolerant",288461,39664,569,1344
"Vulnerable",1566,1521,4115,3199
"Unclassified",1608,2156,3949,48902
