"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",14099,1204,8861,13940,25498
"GM",513,6197,38042,2702,1593
"Tolerant",3389,29679,143845,22463,12389
"Vulnerable",7644,2963,30120,130056,33713
"Unclassified",22468,3441,25913,60844,140185
