"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",0,2,47,0,0
"GM",1777,43829,650302,3028,1241
"Tolerant",548,658571,94020,8608,504
"Vulnerable",96,2138,8831,14130,1235
"Unclassified",4,2706,1896,2683,79353
