"","NonCrop","Tolerant","Vulnerable","Unclassified"
"NonCrop",22557,3105,1900,8420
"GM",8,1,91,14
"Tolerant",580,391,1574,560
"Vulnerable",970,452,14405,4289
"Unclassified",337,116,2004,109127
