"","NonCrop","Tolerant","Vulnerable","Unclassified"
"NonCrop",14553,6,37,18639
"GM",0,0,0,20
"Tolerant",195,959,16,5723
"Vulnerable",621,103,8300,19013
"Unclassified",9472,297,3619,89328
