"","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",1,0,0,0
"GM",18149,356743,96,4237
"Tolerant",328132,159800,463,7262
"Vulnerable",124,686,1725,2061
"Unclassified",4916,11779,1258,76910
