"","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",0,0,0,1
"GM",21175,370810,597,7524
"Tolerant",370985,111105,544,5800
"Vulnerable",511,449,1133,869
"Unclassified",21365,41091,3248,17135
