"","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",14,4,41,614
"GM",1973,1925,184,1510
"Tolerant",2796,258,151,1222
"Vulnerable",269,172,2781,8102
"Unclassified",3026,1665,16522,32151
