"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",125,853,902,250,497
"GM",366,48644,50266,945,2458
"Tolerant",339,53400,7928,595,938
"Vulnerable",220,2040,1067,13543,4261
"Unclassified",184,2240,1076,1770,47327
