"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",213,603,1414,0,4070
"GM",1759,118199,493402,5,22858
"Tolerant",590,332931,115404,4,21075
"Vulnerable",5,126,499,0,444
"Unclassified",2922,22940,59039,83,196327
