"","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",1,0,0,0
"GM",3977,905,386,1141
"Tolerant",3384,1440,677,1893
"Vulnerable",483,142,11881,24860
"Unclassified",1489,623,33799,117855
