"","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",0,0,0,1
"GM",27122,563716,1384,24927
"Tolerant",512866,181586,3489,26092
"Vulnerable",1587,2746,11827,4209
"Unclassified",30633,41353,54926,66968
