"","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",0,2,0,54
"GM",0,13,0,59
"Tolerant",0,574,0,1926
"Vulnerable",6,482,62,48270
"Unclassified",21,77,25,14780
