"","NonCrop","Tolerant","Vulnerable","Unclassified"
"NonCrop",4065,7004,3421,18537
"Tolerant",8085,79883,50498,25386
"Vulnerable",4585,57682,401720,114518
"Unclassified",8736,26643,75818,300425
