"","NonCrop","Tolerant","Vulnerable","Unclassified"
"NonCrop",1869,5413,286,609
"Tolerant",11063,1182,3532,278
"Vulnerable",787,1956,101800,1970
"Unclassified",17445,11054,60799,35999
