"","NonCrop","Tolerant","Vulnerable","Unclassified"
"NonCrop",0,0,0,6
"GM",0,0,2,6
"Tolerant",0,0,55,175
"Vulnerable",0,41,3404,4887
"Unclassified",1,205,12661,43056
