"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",0,0,1,10,46
"GM",0,0,17,4,51
"Tolerant",5,18,2655,1089,2792
"Vulnerable",10,3,793,40718,120666
"Unclassified",60,8,1689,22572,187172
