"","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",0,0,0,2
"GM",2352,4263,95,4544
"Tolerant",5695,6001,80,8973
"Vulnerable",878,4335,1215,132645
"Unclassified",1639,5572,650,219107
