"","NonCrop","Tolerant","Vulnerable","Unclassified"
"NonCrop",54757,249917,8999,1242
"Tolerant",244259,24489,3002,413
"Vulnerable",3066,5013,145186,2427
"Unclassified",4188,3355,20181,238276
