"","NonCrop","Tolerant","Vulnerable","Unclassified"
"NonCrop",456,427,1292,4035
"GM",0,0,0,2
"Tolerant",1024,17164,10528,10584
"Vulnerable",666,9082,71354,46196
"Unclassified",4887,9486,34304,65015
