"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",0,2,0,1,2
"GM",0,0,0,2,10
"Tolerant",0,5,0,5,1
"Vulnerable",0,0,9,9791,1478
"Unclassified",7,0,119,3577,10484
