"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",18,0,296,521,1039
"GM",0,0,0,0,5
"Tolerant",130,8,4952,5118,5597
"Vulnerable",137,2,3916,5327,9737
"Unclassified",438,8,4029,8765,26970
