"","NonCrop","Tolerant","Vulnerable","Unclassified"
"NonCrop",2155,15500,4550,537
"GM",1,6,1,0
"Tolerant",16173,104835,78686,11238
"Vulnerable",3803,80552,192579,55028
"Unclassified",1389,6881,76450,256733
