"","NonCrop","Tolerant","Vulnerable","Unclassified"
"NonCrop",0,0,5,7
"GM",1,6,2,1
"Tolerant",516,9080,3468,1493
"Vulnerable",111,7125,108350,2314
"Unclassified",5,126,12152,91044
