"","NonCrop","Tolerant","Vulnerable","Unclassified"
"NonCrop",0,2,3,12
"GM",0,23,1,4
"Tolerant",25,1463,286,1299
"Vulnerable",6,644,9946,17287
"Unclassified",36,2034,16752,70763
