"","NonCrop","Tolerant","Vulnerable","Unclassified"
"NonCrop",12619,31309,3154,13049
"Tolerant",17131,95559,25965,16222
"Vulnerable",512,14354,107069,29664
"Unclassified",4568,17097,96527,497390
