"","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",0,0,0,1
"GM",25050,374496,353,5214
"Tolerant",435056,501983,894,9876
"Vulnerable",121,328,3426,2241
"Unclassified",3905,14809,2502,51840
