"","NonCrop","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",4665,277,7950,5,20623
"GM",482,644,2395,5,6187
"Tolerant",6908,1425,64013,72,30318
"Vulnerable",0,0,0,2,145
"Unclassified",11371,460,15266,175,168206
