"","NonCrop","Tolerant","Vulnerable","Unclassified"
"NonCrop",663,497,709,5680
"Tolerant",254,20424,14506,6682
"Vulnerable",766,13813,105752,26060
"Unclassified",2441,3743,15261,111506
