"","NonCrop","Tolerant","Vulnerable","Unclassified"
"NonCrop",6352,1848,2184,12868
"Tolerant",1168,18532,14064,4198
"Vulnerable",4390,18708,95749,15399
"Unclassified",54183,9018,28239,41857
